file,jd,exptime,diff_flux,diff_flux_err,target_flux_rate,comparison_ensemble_flux_rate,n_comparisons,registered,frame_artifact,good,reject_reason,minutes,diff_flux_norm
light_AMCVn_V_40s_2026_05_20-0044_flat_4s_masked_clipmean_cal.fits,2461181.7703421297,40.0,1.0148269828872527,0.008873204698973874,468.45182647705076,1.0190417843448798,6,True,False,True,ok,61.24533332884312,1.0091681087164568
light_AMCVn_V_40s_2026_05_20-0045_flat_4s_masked_clipmean_cal.fits,2461181.770904398,40.0,1.008873998947451,0.008888425137946084,465.403882598877,1.0183853287148938,6,True,False,True,ok,62.05499969422817,1.003248319781936
light_AMCVn_V_40s_2026_05_20-0046_flat_4s_masked_clipmean_cal.fits,2461181.7714658566,40.0,1.0133617954820868,0.008785166680809187,471.3172889709473,1.0267575507567757,6,True,False,True,ok,62.863499969244,1.0077110914834506
light_AMCVn_V_40s_2026_05_20-0047_flat_4s_masked_clipmean_cal.fits,2461181.772028241,40.0,1.020019640695365,0.008845483786611572,463.85166931152344,1.003898143319271,6,True,False,True,ok,63.673333302140236,1.0143318112468287
light_AMCVn_V_40s_2026_05_20-0048_flat_4s_masked_clipmean_cal.fits,2461181.7725899303,40.0,0.9907284416881189,0.008968312350365727,450.9652839660645,1.0048645864893833,6,True,False,True,ok,64.48216617107391,0.9852039457065566
light_AMCVn_V_40s_2026_05_20-0049_flat_4s_masked_clipmean_cal.fits,2461181.7731516203,40.0,1.0145996483372415,0.00926115831913685,434.1199897766113,0.9445699782837952,6,True,False,True,ok,65.29099971055984,1.0089420418284558
light_AMCVn_V_40s_2026_05_20-0050_flat_4s_masked_clipmean_cal.fits,2461181.7737135417,40.0,1.021404034659935,0.00948737125867728,437.4134460449219,0.9453956974147469,6,True,False,True,ok,66.10016651451588,1.0157084855592997
light_AMCVn_V_40s_2026_05_20-0051_flat_4s_masked_clipmean_cal.fits,2461181.77427581,40.0,1.0055229123853457,0.00933902404761297,427.1280967712402,0.9377460227302985,6,True,False,True,ok,66.90983287990093,0.9999159195353409
light_AMCVn_V_40s_2026_05_20-0052_flat_4s_masked_clipmean_cal.fits,2461181.7748372685,40.0,0.9830434433830202,0.009479211245311684,406.8432136535645,0.9136364689129988,6,True,False,True,ok,67.71833315491676,0.9775618004583283
light_AMCVn_V_40s_2026_05_20-0053_flat_4s_masked_clipmean_cal.fits,2461181.7753997687,40.0,0.9881139424638108,0.008920651667813136,445.2737907409668,0.9948077660854533,6,True,False,True,ok,68.52833345532417,0.9826040254423859
light_AMCVn_V_40s_2026_05_20-0054_flat_4s_masked_clipmean_cal.fits,2461181.7759625,40.0,1.0056920162710765,0.00891571084028809,453.2437339782715,0.9949147458713139,6,True,False,True,ok,69.33866634964943,1.0000840804646591
light_AMCVn_V_40s_2026_05_20-0055_flat_4s_masked_clipmean_cal.fits,2461181.7765243053,40.0,0.9398520794998783,0.008893290552148759,416.6103706359863,0.9785648938620402,6,True,False,True,ok,70.14766618609428,0.934611280086052
light_AMCVn_V_40s_2026_05_20-0056_flat_4s_masked_clipmean_cal.fits,2461181.777086458,40.0,1.003483675328126,0.009091083474614485,451.56658668518065,0.9934146237009605,6,True,False,True,ok,70.95716625452042,0.997888053663659
light_AMCVn_V_40s_2026_05_20-0057_flat_4s_masked_clipmean_cal.fits,2461181.777648727,40.0,1.0026658772381887,0.008963278125080082,448.6358039855957,0.9877721023884807,6,True,False,True,ok,71.76683329045773,0.9970748157761662
light_AMCVn_V_40s_2026_05_20-0058_flat_4s_masked_clipmean_cal.fits,2461181.778210417,40.0,0.9917999037270743,0.008760394337198493,451.83633651733396,1.0057178387311827,6,True,False,True,ok,72.57566682994366,0.9862694330631675
light_AMCVn_V_40s_2026_05_20-0059_flat_4s_masked_clipmean_cal.fits,2461181.7787725693,40.0,1.0053568768803218,0.008775511454771923,469.2653034210205,1.0304270548028205,6,True,False,True,ok,73.38516622781754,0.9997508098768373
light_AMCVn_V_40s_2026_05_20-0060_flat_4s_masked_clipmean_cal.fits,2461181.779333565,40.0,1.0098236954199487,0.008663300685439218,481.5115600585938,1.052640856246801,5,True,False,True,ok,74.19299997389317,1.004192720560755
light_AMCVn_V_40s_2026_05_20-0061_flat_4s_masked_clipmean_cal.fits,2461181.779895023,40.0,1.000754114374435,0.008720408366619222,472.5149429321289,1.0423347683523634,6,True,False,True,ok,75.00149957835674,0.9951737132768615
