precession_period_hr,superhump_period_min,superhump_period_s,orbital_period_s,N,k,dof,chi2,reduced_chi2,aic_chi2,bic_chi2,sse,bic_sse,rms_pct,fundamental_amp_pct,harmonic_amp_pct,fundamental_phase_cycles,harmonic_phase_cycles,delta_chi2
6.1120373457819275,17.98646635150209,1079.1879810901255,1028.7322,138,5,133,353.5213405854163,2.658055192371551,363.5213405854163,378.1576090112023,0.02945986638840416,-1141.7369837832694,1.461086214669057,0.8392511197327932,0.7171766471016826,0.9042371108672111,0.913197987012449,17.057700945263775
6.120040013337779,17.985312879355977,1079.1187727613585,1028.7322,138,5,133,353.4352526671056,2.6574079147902676,363.4352526671056,378.0715210928916,0.029453261765542558,-1141.7679255440373,1.4609224246469823,0.8390876663883803,0.718010168023579,0.9039881830138214,0.9128562777030294,16.971613026953094
6.128042680893631,17.984162567225543,1079.0497540335325,1028.7322,138,5,133,353.3495200738544,2.656763308825973,363.3495200738544,377.9857884996404,0.029446686311044863,-1141.798737548261,1.460759339736166,0.8389242757715694,0.7188397223536839,0.9037398949318951,0.9125154347057631,16.885880433701914
6.136045348449483,17.98301540214294,1078.9809241285764,1028.7322,138,5,133,353.26414181421916,2.656121367024204,363.26414181421916,377.90041024000516,0.029440139938960323,-1141.8294201103524,1.4605969580406857,0.8387609499367658,0.7196653310807831,0.9034922441708754,0.9121754548278656,16.80050217406665
6.1440480160053355,17.98187137121117,1078.9122822726702,1028.7322,138,5,133,353.1791168932517,2.655482081904148,363.1791168932517,377.8153853190377,0.029433622563079454,-1141.8599735466205,1.4604352776563392,0.8385976909158374,0.7204870150736978,0.903245228292275,0.9118363348893581,16.71547725309921
6.152050683561187,17.980730461603613,1078.8438276962167,1028.7322,138,5,133,353.09444431262733,2.654845445959604,363.09444431262733,377.73071273841333,0.029427134096944384,-1141.890398175221,1.460274296670906,0.838434500718281,0.7213047950819215,0.9029988448696099,0.9114980717230692,16.630804672474824
6.160053351117039,17.979592660563544,1078.7755596338127,1028.7322,138,5,133,353.0101230707688,2.654211451659916,363.0101230707688,377.6463914965548,0.029420674453858896,-1141.9206943161082,1.4601140131644004,0.8382713813313996,0.7221186917362455,0.9027530914883396,0.911160662174636,16.54648343061632
6.168056018672891,17.978457955403655,1078.7074773242193,1028.7322,138,5,133,352.92615216296804,2.6535800914508876,362.92615216296804,377.56242058875404,0.029414243546898564,-1141.950862290985,1.4599544252093288,0.8381083347205052,0.7229287255493523,0.9025079657457794,0.9108241031024851,16.46251252281553
6.1760586862287425,17.977326333505594,1078.6395800103357,1028.7322,138,5,133,352.8425305815017,2.652951357755652,362.8425305815017,377.4787990072877,0.029407841288920173,-1141.9809024232575,1.459795530870929,0.8379453628290616,0.7237349169164676,0.9022634652510575,0.9104883913778411,16.378890941349198
6.184061353784595,17.97619778231948,1078.5718669391688,1028.7322,138,5,133,352.7592573157503,2.652325242975566,362.7592573157503,377.3955257415363,0.029401467592571354,-1142.0108150379883,1.4596373282074129,0.8377824675788965,0.7245372861159538,0.9020195876250189,0.9101535238846964,16.295617675597782
6.192064021340447,17.975072289363464,1078.5043373618078,1028.7322,138,5,133,352.6763313523164,2.651701739491101,362.6763313523164,377.3125997781024,0.029395122370300265,-1142.0406004618492,1.4594798152702142,0.8376196508703354,0.7253358533099562,0.9017763305001902,0.9098194975198283,16.212691712163917
6.200066688896299,17.973949842223238,1078.4369905333942,1028.7322,138,5,133,352.59375167513303,2.6510808396626544,362.59375167513303,377.23002010091903,0.029388805534364647,-1142.0702590230765,1.4593229901042173,0.8374569145824154,0.7261306385449882,0.9015336915206799,0.9094863091927547,16.130112034980527
6.2080693564521505,17.972830428551603,1078.3698257130961,1028.7322,138,5,133,352.5115172655774,2.650462535831409,362.5115172655774,377.1477856913634,0.029382516996840927,-1142.0997910514266,1.4591668507479898,0.8372942605730386,0.7269216617525667,0.9012916683421314,0.9091539558257428,16.047877625424917
6.216072024008002,17.971714036068008,1078.3028421640804,1028.7322,138,5,133,352.42962710258104,2.649846820320158,362.42962710258104,377.06589552836704,0.0293762566696332,-1142.1291968781325,1.4590113952340111,0.8371316906791451,0.7277089427498419,0.9010502586316619,0.9088224343537947,15.96598746242853
