file,jd,minutes,object_id,role,x,y,pred_x,pred_y,match_dist,flux,flux_err,flux_rate,flux_rate_err,flag,n_sources
light_V_8s_2026_05_20-0007_flat_0p3_late_bias_cal.fits,2461181.6733350693,1.6569996625185013,target_V0399_direct,target,1835.8303733601165,633.542843628741,1835.8303733601165,633.542843628741,0.0,1607907.9735107422,4923.238332016448,200988.49668884277,615.404791502056,ok,21
light_V_8s_2026_05_20-0007_flat_0p3_late_bias_cal.fits,2461181.6733350693,1.6569996625185013,DN_UMa_direct,check,1761.0708625258635,687.9040748639125,1761.0708625258635,687.9040748639125,0.0,2267618.5166015625,8553.669442825158,283452.3145751953,1069.2086803531447,ok,21
light_V_8s_2026_05_20-0007_flat_0p3_late_bias_cal.fits,2461181.6733350693,1.6569996625185013,gaia_774287774887292672_src5,comparison,1940.2204757123143,1081.8927225172797,1940.1200539044444,1081.5881870593223,0.32066553392777275,10120.371482849121,117.8059707660738,1265.0464353561401,14.725746345759225,ok,21
light_V_8s_2026_05_20-0007_flat_0p3_late_bias_cal.fits,2461181.6733350693,1.6569996625185013,gaia_774288805679445888_src7,comparison,1850.8535081816071,1352.734391751417,1850.8579122196757,1351.947112279618,0.7872917897878022,8058.026412963867,107.61912988306689,1007.2533016204834,13.452391235383361,ok,21
light_V_8s_2026_05_20-0007_flat_0p3_late_bias_cal.fits,2461181.6733350693,1.6569996625185013,gaia_774289041901756032_src4,comparison,1947.622393971457,1443.6408638309947,1947.4737802966117,1442.692162062842,0.9602713518829072,10489.859859466553,120.19232201330612,1311.232482433319,15.024040251663266,ok,21
light_V_8s_2026_05_20-0007_flat_0p3_late_bias_cal.fits,2461181.6733350693,1.6569996625185013,gaia_774271076054448768_src2,comparison,1414.0736227747277,321.7240941878299,1414.7067836671163,322.0361031772377,0.7058628231615158,16742.804946899414,147.69614366935195,2092.8506183624268,18.462017958668994,ok,21
light_V_8s_2026_05_20-0007_flat_0p3_late_bias_cal.fits,2461181.6733350693,1.6569996625185013,gaia_774272862760870784_src1,comparison,507.3424031559848,257.2719833669143,508.96029973086706,257.37251140689943,1.6210167222576624,25405.8592376709,182.7815600640041,3175.7324047088623,22.847695008000514,ok,21
light_V_8s_2026_05_20-0007_flat_0p3_late_bias_cal.fits,2461181.6733350693,1.6569996625185013,gaia_774384016513181696_src3,comparison,296.40927669193024,1253.8690520055918,298.0672373728387,1252.9640006298819,1.888902224074306,11303.21809387207,130.5234211438146,1412.9022617340088,16.315427642976825,ok,21
light_V_8s_2026_05_20-0007_flat_0p3_late_bias_cal.fits,2461181.6733350693,1.6569996625185013,gaia_774289488578357504_src6,comparison,846.805619492538,1100.201269470981,847.8964540555695,1099.5601252292468,1.265300747890897,8892.691955566406,109.97500086127737,1111.5864944458008,13.74687510765967,ok,21
light_V_8s_2026_05_20-0007_flat_0p3_late_bias_cal.fits,2461181.6733350693,1.6569996625185013,gaia_774290626745586944_src8,comparison,976.4377912176,1433.3995659302884,976.8917106807487,1432.3454583004589,1.1476871412933614,2814.123207092285,75.45687097447517,351.76540088653564,9.432108871809396,ok,21
light_V_8s_2026_05_20-0008_flat_0p3_late_bias_cal.fits,2461181.6735259257,1.931832879781723,target_V0399_direct,target,1835.188559018229,632.2938711344638,1835.188559018229,632.2938711344638,0.0,1249857.2888793945,6556.829849999127,156232.16110992432,819.6037312498909,ok,15
light_V_8s_2026_05_20-0008_flat_0p3_late_bias_cal.fits,2461181.6735259257,1.931832879781723,DN_UMa_direct,check,1760.2879871709567,686.7601437175226,1760.2879871709567,686.7601437175226,0.0,1830313.3677978516,10657.252487048989,228789.17097473145,1332.1565608811236,ok,15
